SN,ISO3,ADMIN1_NAME,ADMIN2_NAME,IU_NAME,LocationName,Latitude,Longitude,LocationType,SurveyYear,Method_1,Method_2,Examined,Positive,Prevalence
1439,CMR,Sud,Dja-et-Lobo,Sangmelima,Mebassa,2.669444,12.430556,Village,2005,Clinical,Nodule Palpation,30,2,0.067
1440,CMR,Sud,Dja-et-Lobo,Meyomessala,Mebomo,3.44,12.27,Village,2003,Clinical,Nodule Palpation,30,2,0.067
1441,CMR,Sud,Mvila,Djoum,Mebosso,2.31,11.87,Village,2003,Clinical,Nodule Palpation,35,0,0
1442,CMR,Nord,Mayo-Rey,Tchollire,Medeo,7.3,14.42,Village,2003,Clinical,Nodule Palpation,50,1,0.02
1443,CMR,Centre,Mbam-et-Kim,Yoko,Medjang M,5.363889,12.430556,Village,,Clinical,Nodule Palpation,11,3,0.273
1444,CMR,Centre,Nyong-et-Foumou,Akonolinga,Medjap,3.609722,12.015278,Village,2005,Clinical,Nodule Palpation,45,24,0.533
1445,CMR,Centre,Nyong-et-Foumou,Meyomessala,Medjap,3.384056,12.127556,Village,2013,Parasitological,Parasitology (Skin Biopsy),144,1,0.007
1446,CMR,Centre,Nyong-et-Foumou,Meyomessala,Medjap,3.384056,12.127556,Village,2013,Clinical,Nodule Palpation,144,1,0.007
1447,CMR,Est,Haut-Nyong,Abong Mbang,Medjoh,3.465361,13.462778,Village,2013,Parasitological,Parasitology (Skin Biopsy),214,17,0.079
1448,CMR,Est,Haut-Nyong,Abong Mbang,Medjoh,3.465361,13.462778,Village,2013,Clinical,Nodule Palpation,214,13,0.061
1449,CMR,Sud,Mvila,Ebolowa,Mefo,2.805556,10.816667,Village,,Clinical,Nodule Palpation,31,1,0.032
1450,CMR,Sud,Vallée-du-Ntem,Olamze,Mefoup,2.23,11.34,Village,2003,Clinical,Nodule Palpation,35,9,0.257
1451,CMR,Sud,Vallée-du-Ntem,Ebolowa,Mefoup,2.708333,11.061111,Village,,Clinical,Nodule Palpation,26,6,0.231
1452,CMR,Centre,Mbam-et-Kim,Yoko,Megang,5.483333,12.383333,Village,,Clinical,Nodule Palpation,36,15,0.417
1453,CMR,Adamaoua,Mbéré,Meiganga,Meidougou,6.416667,14.216667,Village,,Clinical,Nodule Palpation,43,10,0.233
1454,CMR,Sud,Vallée-du-Ntem,Olamze,Meka'a Mi,2.225,10.95,Village,,Clinical,Nodule Palpation,36,15,0.417
1455,CMR,Sud,Dja-et-Lobo,Meyomessala,Mekak,3.329167,12.246944,Village,2005,Clinical,Nodule Palpation,43,10,0.233
1456,CMR,Sud,Dja-et-Lobo,Sangmelima,Mekam,3.035556,12.111111,Village,2005,Clinical,Nodule Palpation,30,10,0.333
1457,CMR,Sud,Dja-et-Lobo,Meyomessala,Mekas,3.17,12.52,Village,2003,Clinical,Nodule Palpation,43,17,0.395
1458,CMR,Sud,Dja-et-Lobo,Meyomessala,Mekin,3.25,12.4,Village,2003,Clinical,Nodule Palpation,30,14,0.467
1459,CMR,Sud,Vallée-du-Ntem,Olamze,Meko'ossi,2.216667,11.116667,Village,,Clinical,Nodule Palpation,28,1,0.036
1460,CMR,Sud,Vallée-du-Ntem,Olamze,Meko?Meng,2.25,11.17,Village,2003,Clinical,Nodule Palpation,30,2,0.067
1461,CMR,Centre,Haute-Sanaga,Mbandjock,Mekomba,4.319444,11.872222,Village,,Clinical,Nodule Palpation,33,27,0.818
1462,CMR,Sud,Mvila,Ebolowa,Mekomo,2.633333,11.338889,Village,,Clinical,Nodule Palpation,43,0,0
1463,CMR,Centre,Haute-Sanaga,Nanga Eboko,Mekone I,4.866667,12.883333,Village,,Clinical,Nodule Palpation,50,10,0.2
1464,CMR,Sud,Dja-et-Lobo,Djoum,Mekotto,2.790278,13.129167,Village,2005,Clinical,Nodule Palpation,47,28,0.596
1465,CMR,Centre,Nyong-et-Foumou,Ayos,Melan,4.143972,12.491417,Village,2013,Parasitological,Parasitology (Skin Biopsy),254,6,0.024
1466,CMR,Centre,Nyong-et-Foumou,Ayos,Melan,4.143972,12.491417,Village,2013,Clinical,Nodule Palpation,254,1,0.004
1467,CMR,Sud,Océan,Kribi,Melangue,3.13,10.25,Village,2003,Clinical,Nodule Palpation,30,0,0
1468,CMR,Nord,Mayo-Louti,Guider,Melemlem,10.15,13.97,Village,2003,Clinical,Nodule Palpation,30,0,0
1469,CMR,Est,Haut-Nyong,Abong Mbang,Melen,2.903056,13.204167,Village,2005,Clinical,Nodule Palpation,36,22,0.611
1470,CMR,Est,Haut-Nyong,Abong Mbang,Melene,3.15,13.8,Village,2004,Clinical,Nodule Palpation,26,1,0.038
1471,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Mendeze D,10.754444,13.824444,Village,2003,Clinical,Nodule Palpation,30,7,0.233
1472,CMR,Est,Haut-Nyong,Nguelemendouka,Mendjime,4.316667,13.05,Village,2004,Clinical,Nodule Palpation,29,0,0
1473,CMR,Sud,Vallée-du-Ntem,Ebolowa,Mendjimi,2.5,11.31,Village,2003,Clinical,Nodule Palpation,41,2,0.049
1474,CMR,Centre,Haute-Sanaga,Mbandjock,Mendjoui,4.538889,12.166667,Village,,Clinical,Nodule Palpation,30,16,0.533
1475,CMR,Centre,Haute-Sanaga,Nanga Eboko,Menga'a,4.427778,12.711111,Village,,Clinical,Nodule Palpation,51,8,0.157
1476,CMR,Centre,Nyong-et-Foumou,Akonolinga,Mengang,3.883333,12.066667,Village,,Clinical,Nodule Palpation,31,0,0
1477,CMR,Sud,Dja-et-Lobo,Sangmelima,Mengue,3.023889,12.129722,Village,2005,Clinical,Nodule Palpation,39,9,0.231
1478,CMR,Sud-Ouest,Lebialem,Fontem,Menji,5.458333,9.886944,Village,,Clinical,Nodule Palpation,50,12,0.24
1479,CMR,Sud,Mvila,Ebolowa,Messambe,2.975,10.691667,Village,,Clinical,Nodule Palpation,5,0,0
1480,CMR,Sud,Mvila,Ebolowa,Messambe,2.816667,11.616667,Village,,Clinical,Nodule Palpation,24,0,0
1481,CMR,Est,Haut-Nyong,Abong Mbang,Messamena,3.866667,13.3,Village,2004,Clinical,Nodule Palpation,27,3,0.111
1482,CMR,Sud,Dja-et-Lobo,Meyomessala,Messok,3.045278,12.458611,Village,2005,Clinical,Nodule Palpation,48,18,0.375
1483,CMR,Sud,Dja-et-Lobo,Zoetele,Messok,3.29,11.889722,Village,2005,Clinical,Nodule Palpation,37,3,0.081
1484,CMR,Extrême-Nord,Mayo-Tsanaga,Roua,Metchelte,10.672222,13.994722,Village,2003,Clinical,Nodule Palpation,39,6,0.154
1485,CMR,Centre,Mbam-et-Kim,Ntui,Metshing,4.841667,11.972222,Village,,Clinical,Nodule Palpation,22,3,0.136
1486,CMR,Centre,Haute-Sanaga,Nanga Eboko,Meyak,4.808333,12.95,Village,,Clinical,Nodule Palpation,53,11,0.208
1487,CMR,Sud,Vallée-du-Ntem,Olamze,Meyo Bibo,2.2,10.99,Village,2003,Clinical,Nodule Palpation,48,0,0
1488,CMR,Sud,Vallée-du-Ntem,Ambam,Meyo Elie,2.42,11.25,Village,2003,Clinical,Nodule Palpation,29,0,0
1489,CMR,Sud,Vallée-du-Ntem,Olamze,Meyo Nkou,2.27,11.34,Village,2003,Clinical,Nodule Palpation,25,2,0.08
1490,CMR,Sud,Vallée-du-Ntem,Olamze,Meyo Nyak,2.31,11.3,Village,2003,Clinical,Nodule Palpation,28,0,0
1491,CMR,Sud,Dja-et-Lobo,Djoum,Meyomadjo,2.853889,12.761667,Village,2005,Clinical,Nodule Palpation,48,9,0.188
1492,CMR,Sud,Dja-et-Lobo,Sangmelima,Meyomessi,2.901667,12.318611,Village,2005,Clinical,Nodule Palpation,56,18,0.321
1493,CMR,Sud,Dja-et-Lobo,Sangmelima,Meyos,3.010278,11.779167,Village,2005,Clinical,Nodule Palpation,55,17,0.309
1494,CMR,Sud,Dja-et-Lobo,Sangmelima,Meyos,3.015278,12.188056,Village,2005,Clinical,Nodule Palpation,48,21,0.438
1495,CMR,Sud,Dja-et-Lobo,Meyomessala,Mezesse,3.193056,12.403333,Village,2005,Clinical,Nodule Palpation,46,10,0.217
1496,CMR,Adamaoua,Mayo-Banyo,Bankim,Mgbandji,5.98907,11.27734,Village,2012,Parasitological,Parasitology (Skin Biopsy),305,18,0.059
1497,CMR,Littoral,Moungo,Abo,Miang,4.295833,9.710556,Village,,Clinical,Nodule Palpation,32,6,0.188
1498,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Midre Var,10.814444,13.891111,Village,2003,Clinical,Nodule Palpation,33,10,0.303
1499,CMR,Adamaoua,Vina,Ngaoundere Rural,Mikei,7.17,13.04,Village,2003,Clinical,Nodule Palpation,30,6,0.2
1500,CMR,Sud-Ouest,Fako,Limbe,Mile 16,4.14179,9.30652,Village,2012,Parasitological,Parasitology (Skin Biopsy),304,45,0.148
1501,CMR,Est,Kadey,Ndelele,Mindourou,4.111111,14.572222,Village,,Clinical,Nodule Palpation,22,2,0.091
1502,CMR,Centre,Nyong-et-Kéllé,Eseka,Minka,3.556194,11.115028,Village,2013,Parasitological,Parasitology (Skin Biopsy),248,8,0.032
1503,CMR,Centre,Nyong-et-Kéllé,Eseka,Minka,3.556194,11.115028,Village,2013,Clinical,Nodule Palpation,12,0,0
1504,CMR,Centre,Nyong-et-Kéllé,Eseka,Minka,3.544444,10.977778,Village,,Clinical,Nodule Palpation,33,5,0.152
1505,CMR,Sud,Dja-et-Lobo,Sangmelima,Minkang I,2.983333,12.112778,Village,2005,Clinical,Nodule Palpation,50,13,0.26
1506,CMR,Centre,Nyong-et-Foumou,Akonolinga,Minkoumou,3.479722,11.979722,Village,2005,Clinical,Nodule Palpation,33,11,0.333
1507,CMR,Sud,Mvila,Djoum,Minkoumou,2.39688,11.96355,Village,2013,Parasitological,Parasitology (Skin Biopsy),194,4,0.021
1508,CMR,Sud,Mvila,Djoum,Minkoumou,2.39688,11.96355,Village,2013,Clinical,Nodule Palpation,194,8,0.041
1509,CMR,Sud,Dja-et-Lobo,Zoetele,Minpkwami,3.144167,12.057778,Village,2005,Clinical,Nodule Palpation,63,15,0.238
1510,CMR,Sud,Vallée-du-Ntem,Ambam,Minsele,2.35,11.14,Village,2003,Clinical,Nodule Palpation,29,0,0
1511,CMR,Sud,Océan,Kribi,Mintom,2.37622,9.83846,Village,2013,Parasitological,Parasitology (Skin Biopsy),74,1,0.014
1512,CMR,Sud,Océan,Kribi,Mintom,2.37622,9.83846,Village,2013,Clinical,Nodule Palpation,71,1,0.014
1513,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Mogoumaz,10.927778,13.820556,Village,2003,Clinical,Nodule Palpation,31,5,0.161
1514,CMR,Adamaoua,Mbéré,Meiganga,Moinkoing,6.22167,14.39042,Village,,Parasitological,Parasitology (Skin Biopsy),204,2,0.01
1515,CMR,Extrême-Nord,Mayo-Sava,Pette,Mokoche,11.039722,14.428611,Village,2003,Clinical,Nodule Palpation,36,0,0
1516,CMR,Sud-Ouest,Ndian,Ekondo Titi,Mokono,4.6275,9.163333,Village,,Clinical,Nodule Palpation,54,38,0.704
1517,CMR,Est,Lom-et-Djérem,Garoua Boulai,Mombal,5.616667,14.366667,Village,2004,Clinical,Nodule Palpation,30,2,0.067
1518,CMR,,,Rey Bouba,Mombore,9.225,14.358333,Village,,Clinical,Nodule Palpation,40,6,0.15
1519,CMR,Sud,Dja-et-Lobo,Sangmelima,Momebili,3.093611,12.010278,Village,2005,Clinical,Nodule Palpation,30,12,0.4
1520,CMR,Sud,Dja-et-Lobo,Sangmelima,Moneko,3.1,11.739167,Village,2005,Clinical,Nodule Palpation,41,11,0.268
1521,CMR,Est,Haut-Nyong,Doume,Motchebom,4.102778,13.222222,Village,,Clinical,Nodule Palpation,22,0,0
1522,CMR,Littoral,Sanaga-Maritime,Edea,Mouanko,3.63998,9.79318,Village,2013,Parasitological,Parasitology (Skin Biopsy),109,1,0.009
1523,CMR,Littoral,Sanaga-Maritime,Edea,Mouanko,3.63998,9.79318,Village,2013,Clinical,Nodule Palpation,110,0,0
1524,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Moudoukou,10.941389,13.814444,Village,2003,Clinical,Nodule Palpation,32,1,0.031
1525,CMR,Sud,Océan,Lolodorf,Mougue,3.21599,10.61288,Village,2013,Parasitological,Parasitology (Skin Biopsy),62,1,0.016
1526,CMR,Sud,Océan,Lolodorf,Mougue,3.21599,10.61288,Village,2013,Clinical,Nodule Palpation,62,0,0
1527,CMR,Extrême-Nord,Mayo-Tsanaga,Roua,Mouhour,10.663889,13.868889,Village,2003,Clinical,Nodule Palpation,34,4,0.118
1528,CMR,Centre,Haute-Sanaga,Mbandjock,Mpang,4.383333,12.133333,Village,2004,Clinical,Nodule Palpation,42,13,0.31
1529,CMR,Est,Haut-Nyong,Abong Mbang,Mpemzok,3.666667,13.3,Village,2004,Clinical,Nodule Palpation,50,2,0.04
1530,CMR,Est,Haut-Nyong,Nguelemendouka,Mpoundou,4.083333,13.05,Village,2004,Clinical,Nodule Palpation,32,0,0
1531,CMR,Littoral,Moungo,Mbanga,Mundek,4.546667,9.541944,Village,,Clinical,Nodule Palpation,30,18,0.6
1532,CMR,Sud-Ouest,Kupe-Muanenguba,Nguti,Mungo-Ndo,5.221944,9.517222,Village,,Clinical,Nodule Palpation,32,19,0.594
1533,CMR,Sud,Dja-et-Lobo,Messamena,Mveng,2.973889,12.665833,Village,2005,Clinical,Nodule Palpation,32,13,0.406
1534,CMR,Sud,Mvila,Ebolowa,Mvila Yevol,2.9647,11.01397,Village,2013,Parasitological,Parasitology (Skin Biopsy),163,2,0.012
1535,CMR,Sud,Mvila,Ebolowa,Mvila Yevol,2.9647,11.01397,Village,2013,Clinical,Nodule Palpation,163,2,0.012
1536,CMR,Sud,Dja-et-Lobo,Meyomessala,Mvomeka,3.11,12.26,Village,2003,Clinical,Nodule Palpation,50,0,0
1537,CMR,Centre,Lekié,Okola,Mvoua,4.056667,11.431389,Village,,Clinical,Nodule Palpation,44,4,0.091
1538,CMR,Nord,Mayo-Louti,Mayo Oulo,Naari,10.044444,13.558333,Village,,Clinical,Nodule Palpation,30,10,0.333
1539,CMR,Est,Lom-et-Djérem,Garoua Boulai,Nagonda,5.866667,14.566667,Village,2004,Clinical,Nodule Palpation,44,3,0.068
1540,CMR,Nord,Faro,Poli,Nakalba,8.533333,12.6,Village,,Clinical,Nodule Palpation,30,2,0.067
1541,CMR,Est,Lom-et-Djérem,Garoua Boulai,Nandoungu,5.666667,14.35,Village,2004,Clinical,Nodule Palpation,32,1,0.031
1542,CMR,Nord,Mayo-Rey,Rey Bouba,Nassarao,8.766667,14.8,Village,,Clinical,Nodule Palpation,35,19,0.543
1543,CMR,Centre,Nyong-et-Foumou,Akonolinga,Ndagueng,3.496667,12.015556,Village,2005,Clinical,Nodule Palpation,36,5,0.139
1544,CMR,Est,Lom-et-Djérem,Betare Oya,Ndanga Ga,5.416667,14.05,Village,2004,Clinical,Nodule Palpation,30,0,0
1545,CMR,Centre,Nyong-et-Foumou,Akonolinga,Ndele,3.489722,12.074722,Village,2005,Clinical,Nodule Palpation,50,17,0.34
1546,CMR,Littoral,Nkam,Ndikinimeki,Ndem,4.55,10.333333,Village,,Clinical,Nodule Palpation,10,10,1
1547,CMR,Est,Lom-et-Djérem,Bertoua,Ndemba I,4.808333,13.356944,Village,2004,Clinical,Nodule Palpation,29,6,0.207
1548,CMR,Est,Lom-et-Djérem,Bertoua,Ndemba II,4.666667,13.466667,Village,2004,Clinical,Nodule Palpation,33,1,0.03
1549,CMR,Sud,Mvila,Mvangan,Ndick,2.61,11.9,Village,2003,Clinical,Nodule Palpation,30,0,0
1550,CMR,Adamaoua,Vina,Ngaoundere Rural,Ndigou,7.116667,14.333333,Village,,Clinical,Nodule Palpation,30,0,0
1551,CMR,Extrême-Nord,Logone-et-Chari,Kousseri,Ndiguina,11.486389,14.675278,Village,2003,Clinical,Nodule Palpation,31,0,0
1552,CMR,Centre,Mbam-et-Kim,Ntui,Nditam,5.788889,11.497222,Village,,Clinical,Nodule Palpation,57,42,0.737
1553,CMR,Sud,Dja-et-Lobo,Meyomessala,Ndjikom,3.06,12.36,Village,2003,Clinical,Nodule Palpation,39,14,0.359
1554,CMR,Est,Lom-et-Djérem,Betare Oya,Ndokayo,5.523611,14.1925,Village,2004,Clinical,Nodule Palpation,35,1,0.029
1555,CMR,Littoral,Nkam,Yabassi,Ndokban,4.760833,10.292222,Village,,Clinical,Nodule Palpation,16,12,0.75
1556,CMR,Littoral,Nkam,Yabassi,Ndokbangu,4.375556,10.151667,Village,,Clinical,Nodule Palpation,29,25,0.862
1557,CMR,Littoral,Nkam,Yabassi,Ndokbao,4.464167,10.028889,Village,,Clinical,Nodule Palpation,21,19,0.905
1558,CMR,Centre,Mbam-et-Inoubou,Ndikinimeki,Ndokbou,4.658333,10.605556,Village,,Clinical,Nodule Palpation,39,29,0.744
1559,CMR,Littoral,Nkam,Yabassi,Ndokndak,4.393889,10.112222,Village,,Clinical,Nodule Palpation,6,4,0.667
1560,CMR,Centre,Mbam-et-Inoubou,Ndikinimeki,Ndokohok,4.863889,10.825,Village,,Clinical,Nodule Palpation,44,27,0.614
1561,CMR,Centre,Mbam-et-Inoubou,Ndikinimeki,Ndokowane,4.866667,10.822222,Village,,Clinical,Nodule Palpation,30,14,0.467
1562,CMR,Littoral,Nkam,Yabassi,Ndokpo,4.55,9.935,Village,,Clinical,Nodule Palpation,35,31,0.886
1563,CMR,Nord,Bénoué,Pitoa,Ndonga,9.316667,13.783333,Village,,Clinical,Nodule Palpation,40,1,0.025
1564,CMR,Littoral,Nkam,Abo,Ndoulou,4.304722,9.793056,Village,2006,Clinical,Nodule Palpation,24,1,0.042
1565,CMR,Est,Lom-et-Djérem,Kette,Ndoumba B,5.133333,14.483333,Village,2004,Clinical,Nodule Palpation,36,21,0.583
1566,CMR,Est,Lom-et-Djérem,Bertoua,Ndoumba K,4.894444,13.255556,Village,,Clinical,Nodule Palpation,51,22,0.431
1567,CMR,Est,Lom-et-Djérem,Bertoua,Ndoumbe,4.95,13.9,Village,2004,Clinical,Nodule Palpation,38,0,0
1568,CMR,Extrême-Nord,Mayo-Tsanaga,Roua,Ndoure,10.642222,13.953611,Village,2003,Clinical,Nodule Palpation,30,2,0.067
1569,CMR,Sud-Ouest,Lebialem,Wabane,Ndungated,5.52,9.918889,Village,,Clinical,Nodule Palpation,51,35,0.686
1570,CMR,Centre,Lekié,Elig Mfomo,Nega,4.316667,11.294444,Village,,Clinical,Nodule Palpation,40,20,0.5
1571,CMR,Est,Haut-Nyong,Abong Mbang,Nemeyong,3.516667,13.4,Village,2004,Clinical,Nodule Palpation,50,1,0.02
1572,CMR,Est,Haut-Nyong,Abong Mbang,Nemeyong,3.516667,12.983333,Village,2004,Clinical,Nodule Palpation,43,10,0.233
1573,CMR,Est,Haut-Nyong,Djoum,Nemeyong,2.916667,13.5,Village,2004,Clinical,Nodule Palpation,30,6,0.2
1574,CMR,Sud-Ouest,Manyu,Mamfe,Nfeitok-N,5.716667,9.494722,Village,,Clinical,Nodule Palpation,59,44,0.746
1575,CMR,Centre,Nyong-et-So'o,Mbalmayo,Ngalzok,3.463056,11.653889,Village,2005,Clinical,Nodule Palpation,34,11,0.324
1576,CMR,Adamaoua,Mbéré,Djohong,Ngam,6.7375,14.566667,Village,,Clinical,Nodule Palpation,30,5,0.167
1577,CMR,Sud,Dja-et-Lobo,Sangmelima,Ngam Yeve,2.8475,12.113333,Village,2005,Clinical,Nodule Palpation,34,10,0.294
1578,CMR,Centre,Mbam-et-Kim,Ntui,Ngambe-Ti,5.947222,11.547222,Village,,Clinical,Nodule Palpation,30,25,0.833
1579,CMR,Est,Lom-et-Djérem,Bertoua,Ngamboula,4.533333,13.833333,Village,2004,Clinical,Nodule Palpation,24,0,0
1580,CMR,Adamaoua,Vina,Ngaoundere Urbain,Nganha,7.433333,13.933333,Village,,Clinical,Nodule Palpation,30,21,0.7
1581,CMR,Sud-Ouest,Meme,Ekondo Titi,Nganjo,4.572778,9.123611,Village,,Clinical,Nodule Palpation,50,32,0.64
1582,CMR,Adamaoua,Djérem,Ngaoundal,Ngao-Bam,6.7,13.03,Village,2003,Clinical,Nodule Palpation,43,0,0
1583,CMR,Adamaoua,Djérem,Ngaoundal,Ngaou-Hor,6.72,13.2,Village,2003,Clinical,Nodule Palpation,30,0,0
1584,CMR,Adamaoua,Vina,Ngaoundere Rural,Ngaoudamd,7.22,14.27,Village,2003,Clinical,Nodule Palpation,30,8,0.267
1585,CMR,Adamaoua,Djérem,Ngaoundal,Ngaoundal,6.27,13.16,Village,2003,Clinical,Nodule Palpation,31,9,0.29
1586,CMR,Sud,Dja-et-Lobo,Djoum,Ngbwassa,2.553333,12.598056,Village,2005,Clinical,Nodule Palpation,31,5,0.161
1587,CMR,Sud,Vallée-du-Ntem,Olamze,Ngoazik,2.29,11.3,Village,2003,Clinical,Nodule Palpation,23,11,0.478
1588,CMR,Sud,Mvila,Ebolowa,Ngoazip II,3.08,10.99,Village,2003,Clinical,Nodule Palpation,30,1,0.033
1589,CMR,Centre,Nyong-et-Kéllé,Eseka,Ngog Tos,3.575,10.716667,Village,,Clinical,Nodule Palpation,11,3,0.273
1590,CMR,Est,Haut-Nyong,Abong Mbang,Ngola,3.233333,13.983333,Village,2004,Clinical,Nodule Palpation,30,3,0.1
1591,CMR,Sud,Dja-et-Lobo,Zoetele,Ngolbang,3.3675,11.924167,Village,2005,Clinical,Nodule Palpation,30,0,0
1592,CMR,Sud,Mvila,Mvangan,Ngon,2.675,11.611111,Village,,Clinical,Nodule Palpation,50,0,0
1593,CMR,Centre,Mbam-et-Inoubou,Bafia,Ngongol,4.816667,11.183333,Village,,Parasitological,Parasitology (Skin Biopsy),237,144,0.608
1594,CMR,Centre,Mbam-et-Kim,Yoko,Ngouetou,5.761111,12.405556,Village,,Clinical,Nodule Palpation,44,9,0.205
1595,CMR,Centre,Nyong-et-Foumou,Meyomessala,Ngougoumo,3.436111,12.126667,Village,2005,Clinical,Nodule Palpation,33,1,0.03
1596,CMR,Est,Haut-Nyong,Doume,Ngoulmina,4.091667,13.297778,Village,2004,Clinical,Nodule Palpation,33,9,0.273
1597,CMR,Centre,Mbam-et-Kim,Ntui,Ngoume,5.497222,11.405556,Village,,Clinical,Nodule Palpation,22,6,0.273
1598,CMR,Nord,Mayo-Rey,Touboro,Ngoumi I,7.78178,15.20022,Village,1993,Clinical,Nodule Palpation,50,42,0.84
1599,CMR,Nord,Mayo-Rey,Touboro,Ngoumi I,7.78178,15.20022,Village,,Parasitological,Parasitology (Skin Biopsy),183,6,0.033
1600,CMR,Est,Kadey,Ndelele,Ngoura,4.388889,14.575,Village,,Clinical,Nodule Palpation,14,0,0
1601,CMR,Adamaoua,Faro-et-Déo,Tignere,Ngouri,7.3,12.32,Village,2003,Clinical,Nodule Palpation,40,13,0.325
1602,CMR,Est,Haut-Nyong,Nguelemendouka,Nguelmend,4.383333,12.916667,Village,2004,Clinical,Nodule Palpation,30,1,0.033
1603,CMR,Centre,Haute-Sanaga,Nanga Eboko,Nguen,4.616667,13.033333,Village,,Clinical,Nodule Palpation,50,3,0.06
1604,CMR,Centre,Nyong-et-Kéllé,Eseka,Nguibassa,3.575,10.8,Village,,Clinical,Nodule Palpation,25,4,0.16
1605,CMR,Littoral,Moungo,Manjo,Ngwa,4.916667,9.923611,Village,,Clinical,Nodule Palpation,33,20,0.606
1606,CMR,Adamaoua,Vina,Ngaoundere Rural,Niase-Sou,6.88,14.53,Village,2003,Clinical,Nodule Palpation,30,7,0.233
1607,CMR,Sud-Ouest,Lebialem,Wabane,Njenawung,5.603056,9.9825,Village,,Clinical,Nodule Palpation,52,25,0.481
1608,CMR,Est,Haut-Nyong,Abong Mbang,Njibot I,3.733333,12.92,Village,2004,Clinical,Nodule Palpation,43,5,0.116
1609,CMR,Ouest,Noun,Foumbot,Njindoum,5.606944,10.634722,Village,,Clinical,Nodule Palpation,30,21,0.7
1610,CMR,Est,Haut-Nyong,Abong Mbang,Njolempou,3.65186,13.10095,Village,2004,Clinical,Nodule Palpation,29,7,0.241
1611,CMR,Ouest,Noun,Kouoptamo,Njone,5.1,10.883333,Village,2011,Parasitological,Parasitology (Skin Biopsy),249,96,0.386
1612,CMR,Centre,Haute-Sanaga,Mbandjock,Njore,4.394444,11.816667,Village,,Clinical,Nodule Palpation,45,33,0.733
1613,CMR,Sud,Dja-et-Lobo,Meyomessala,Nkaa,3.07,12.32,Village,2003,Clinical,Nodule Palpation,41,14,0.341
1614,CMR,Sud,Dja-et-Lobo,Djoum,Nkan,2.683889,12.925278,Village,2005,Clinical,Nodule Palpation,33,14,0.424
1615,CMR,Centre,Nyong-et-Foumou,Meyomessala,Nkilzok,3.470556,12.211111,Village,2005,Clinical,Nodule Palpation,39,9,0.231
1616,CMR,Sud,Dja-et-Lobo,Zoetele,Nkilzok,3.34537,11.95777,Village,2005,Clinical,Nodule Palpation,31,10,0.323
1617,CMR,Centre,Méfou-et-Afamba,Awae,Nkilzok I,3.675,11.663889,Village,,Clinical,Nodule Palpation,30,0,0
1618,CMR,Sud,Dja-et-Lobo,Sangmelima,Nko,3.15,11.78,Village,2003,Clinical,Nodule Palpation,30,10,0.333
1619,CMR,Sud,Dja-et-Lobo,Meyomessala,Nko'otoun,3.27,12.19,Village,2003,Clinical,Nodule Palpation,30,0,0
1620,CMR,Sud,Dja-et-Lobo,Djoum,Nkolafend,2.830278,12.670278,Village,2005,Clinical,Nodule Palpation,60,25,0.417
1621,CMR,Centre,Lekié,Okola,Nkolangou,4.091667,11.369444,Village,,Clinical,Nodule Palpation,30,6,0.2
1622,CMR,Sud,Dja-et-Lobo,Zoetele,Nkolassok,3.276389,12.015278,Village,2005,Clinical,Nodule Palpation,45,7,0.156
1623,CMR,Est,Haut-Nyong,Abong Mbang,Nkolbang,3.433611,13.01,Village,2005,Clinical,Nodule Palpation,50,13,0.26
1624,CMR,Centre,Nyong-et-So'o,Mbalmayo,Nkolbewa,3.283333,11.2,Village,,Clinical,Nodule Palpation,39,0,0
1625,CMR,Centre,Lekié,Saa,Nkolebass,4.472778,11.436111,Village,,Clinical,Nodule Palpation,40,19,0.475
1626,CMR,Est,Haut-Nyong,Messamena,Nkolekoul,3.333333,12.883333,Village,2004,Clinical,Nodule Palpation,46,17,0.37
1627,CMR,Sud,Dja-et-Lobo,Djoum,Nkolenyen,2.6,12.776667,Village,2005,Clinical,Nodule Palpation,39,17,0.436
1628,CMR,Centre,Méfou-et-Afamba,Akonolinga,Nkolesson,4.083333,12.094444,Village,,Clinical,Nodule Palpation,31,1,0.032
1629,CMR,Centre,Méfou-et-Afamba,Awae,Nkolfoulo,3.918056,11.583333,Village,,Clinical,Nodule Palpation,43,17,0.395
1630,CMR,Centre,Lekié,Soa,Nkolguem,4.105556,11.522222,Village,,Clinical,Nodule Palpation,34,9,0.265
1631,CMR,Sud,Dja-et-Lobo,Zoetele,Nkolmekom,3.400556,11.974167,Village,2005,Clinical,Nodule Palpation,43,6,0.14
1632,CMR,Centre,Lekié,Soa,Nkolmendo,4.033333,11.516667,Village,,Clinical,Nodule Palpation,30,5,0.167
1633,CMR,Sud,Dja-et-Lobo,Sangmelima,Nkolndong,2.959167,12.135556,Village,2005,Clinical,Nodule Palpation,50,11,0.22
1634,CMR,Centre,Nyong-et-So'o,Mbalmayo,Nkolnyama,3.361111,11.572222,Village,,Clinical,Nodule Palpation,30,1,0.033
1635,CMR,Centre,Lekié,Elig Mfomo,Nkolossan,4.3,11.366667,Village,,Clinical,Nodule Palpation,40,6,0.15
1636,CMR,Centre,Lekié,Obala,Nkolve,4.3,11.513889,Village,,Clinical,Nodule Palpation,30,23,0.767
